key,value,formatted,unit,source,note,module
"census_zip_rows","2150","2,150","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_zipcodes_p7ky-riuq.csv","Rows in the companion ZIP-code export, stamped 2022-08-28, which is BEFORE the 12 September field close, so it is an interim extract and is 77 rows short of the detail file. It carries no respondent identifier and cannot be joined to the 2,227-row detail file; it supports a marginal distribution of home ZIPs and nothing else. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_zip_distinct","101","101","distinct ZIP codes","01_evidence/08_venues_ecosystem/austin_music_census_2022_zipcodes_p7ky-riuq.csv","Distinct home ZIP codes among the 2150 rows of the companion export. The four most common are 78745 (210 rows), 78704 (132), 78723 (101) and 78702 (85). 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_live_performance_local","50.75960679177837","50.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Live performance, local. Denominator 1119 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_live_performance_local","92.40393208221627","92.4%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Live performance, local - all, most, some or very little, excluding none. Denominator 1119. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_live_performance_touring","12.0253164556962","12.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Live performance, touring. Denominator 948 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_live_performance_touring","75.31645569620252","75.3%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Live performance, touring - all, most, some or very little, excluding none. Denominator 948. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_recordings_and_royalties","5.603448275862069","5.6%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Recordings and royalties. Denominator 928 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_recordings_and_royalties","70.68965517241379","70.7%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Recordings and royalties - all, most, some or very little, excluding none. Denominator 928. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_studio_and_session_work","7.857911733046286","7.9%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Studio and session work. Denominator 929 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_studio_and_session_work","57.80409041980626","57.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Studio and session work - all, most, some or very little, excluding none. Denominator 929. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_merchandise","3.933253873659118","3.9%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Merchandise. Denominator 839 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_merchandise","56.13825983313469","56.1%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Merchandise - all, most, some or very little, excluding none. Denominator 839. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_songwriting_and_mechanicals","3.841676367869616","3.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Songwriting and mechanicals. Denominator 859 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_songwriting_and_mechanicals","50.9895227008149","51.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Songwriting and mechanicals - all, most, some or very little, excluding none. Denominator 859. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_allmost_teaching","13.62126245847176","13.6%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives saying ALL or MOST of their music income comes from Teaching. Denominator 903 creatives who answered this item. Within-music share only: the instrument never asked what fraction of TOTAL income comes from music, so this cannot be read as a share of a livelihood. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_incshare_any_teaching","40.97452934662237","41.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting any income at all from Teaching - all, most, some or very little, excluding none. Denominator 903. Source labels follow the Socrata column dictionary for dataset an3p-3yqx and the five-segment distributions on Data Appendix slide 40, which agree with each other and with the microdata; see census_caveat_slide41 before quoting the same value from slide 41. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_n_gigs_item","1086","1,086","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Music creatives who answered the paid-local-performances-per-month item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gigs_zero","13.9963167587477","14.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives reporting zero paid local performances a month, of 1086 who answered. Replicates the published 14 percent (Data Appendix p.42) against 7.6 percent in the 2014 census - but that is a comparison of two different self-selected samples eight years apart, not a measured change. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gigs_over3","34.8987108655617","34.9%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share reporting more than 3 paid local performances a month - the 4-to-6, 7-to-10, 11-to-15 and 16-or-more bands - of 1086 who answered. Replicates the published 35 percent against 43 percent in 2014, again two different self-selected samples. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gigs_over10","8.931860036832411","8.9%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share reporting more than 10 paid local performances a month, of 1086 who answered. A working-musician week is four or more gigs; this is the share at something close to full-time performing. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gigs_any","86.0036832412523","86.0%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share reporting at least one paid local performance a month, of 1086 who answered. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gigs_over3_restored","37.85234899328859","37.9%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share reporting more than 3 paid local performances a month among the 745 creatives who also said their music work has returned to pre-pandemic levels. The published pandemic-adjusted comparison figure is 38 percent. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gig_guarantee_mean","54.27255985267035","54.3%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean self-reported percent of gigs paying a base guarantee rather than a door or bar percentage, 1086 creatives. Replicates the published 54 percent. The median is 50 percent and the distribution is close to bimodal at 0 and 100, so the mean describes no typical musician. No dollar amount was ever collected for a gig. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_also_presents_gigs","47.17636837532581","47.2%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of music creatives who also present or promote gigs, casually or professionally, of 1151 who answered. THIS IS NOT WORK OUTSIDE MUSIC: the Socrata dictionary names the variable CREATIVES Work Also as Gig Presenter and Data Appendix slide 47 confirms the reading. See census_no_outside_work_item. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_no_outside_work_item","0","not in the microdata","flag","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","The census DID ask about work outside music - Data Appendix slide 15 reports 38 percent in a non-creative industry, 24 percent in another creative industry, 32 percent with no outside work and 22 percent calling the outside job primary. None of the 107 columns in the public microdata carries that item, so it cannot be reproduced, cross-tabulated or tested here. Quote it from the appendix with the appendix denominator, or not at all.","census"
"census_gigs_by_experience_chi2","19.963","chi-squared(15) = 20.0, p = 0.173","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between the monthly paid-gig band and years of experience among music creatives. Not distinguishable: gig volume looks flat across career stage in this sample, which cuts against a story in which experience buys work. The p-value assumes simple random sampling, which a self-selected convenience sample is not, so read it as a descriptive discriminant among respondents. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_presents_by_experience_chi2","0.709","chi-squared(3) = 0.7, p = 0.871","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between also presenting or promoting gigs and years of experience. Not distinguishable. Association only; the p-value assumes a random sample. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_presents_by_gigs_chi2","15.092","chi-squared(5) = 15.1, p = 0.010","Pearson chi-squared","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Test of independence between also presenting or promoting gigs and the monthly paid-gig band. Creatives who play more also promote more. Association, not causation, and the p-value assumes a random sample. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_gigs_item_from_creatives","99.8158379373849","99.8%","percent of the denominator named in the note","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Share of the gig-volume respondents whose primary sector is Music Creative. Because it is essentially 100 percent, a sector cross-tabulation of any creatives-block item carries no information and none is published here. Years of experience and business structure are the usable splits inside that block. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_sumofmeans_2022","10598.86947617796","$10,599","2022 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Sum of the eight category MEANS, each on its own base of between 611 and 742 creatives. This reproduces the published average annual spend of about 10,500 dollars (Data Appendix p.46) to within 1 percent, and shows what that headline is: an addition of eight separately based averages, not the mean of any single respondent total. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_sumofmeans_2025","11667.1739903484","$11,667","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","The same sum of eight category means, inflated from 2022 to 2025 dollars with the CPI-U annual factor from out/cpi_annual.dta. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_complete_n","501","501","respondents","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Music creatives who gave a figure for all eight spending categories. This is the only base on which a per-respondent total is complete, and it is 22.5 percent of the 2,227 respondents. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_mean","10287.9016985152","$10,288","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","MEAN total annual spending on their own music work, 2025 dollars, all eight categories, 501 creatives who answered every category. The published 10,500-dollar headline is a sum of category means on eight different bases and is NOT this number. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_median","5393.891554302151","$5,394","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","MEDIAN total annual spending on their own music work, 2025 dollars, 501 creatives who answered every category. It is roughly half the mean, because the distribution is severely right-skewed. This is the number to quote for a typical creative. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_p25","1816.310421346643","$1,816","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","25th percentile of total annual spending, 2025 dollars, 501 creatives answering all eight categories. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_p75","11833.53759362207","$11,834","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","75th percentile of total annual spending, 2025 dollars, 501 creatives answering all eight categories. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_p90","22015.88389511082","$22,016","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","90th percentile of total annual spending, 2025 dollars, 501 creatives answering all eight categories. The gap between this and the median is why the report should not lead with a mean. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_mean_anyitem","9327.827382524845","$9,328","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","MEAN total annual spending, 2025 dollars, over the 873 creatives who answered at least one category, treating unanswered categories as zero. A deliberate lower bound: some blanks are true zeros and some are simply unanswered, and the release cannot tell them apart. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_total_median_anyitem","4678.37532771105","$4,678","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","MEDIAN total annual spending, 2025 dollars, 873 creatives who answered at least one category, blanks treated as zero. Lower bound, same reason. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
"census_spend_vs_nes_receipts","5393.891554302151","the missing cost side of a receipts figure","2025 dollars, median","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Census Bureau Nonemployer Statistics reports average gross receipts of roughly 32,962 dollars for NAICS 7115 establishments, BEFORE any expense. This census puts median self-reported annual business spending by Austin music creatives at the value in this row and the mean well above it, both 2025 dollars. The two cannot be differenced: different populations, different years, different units - NES counts businesses while the census counts people - and NES misses cash gig work entirely. Use the pairing to show that the expense side is material and unmeasured, never to compute a net figure.","census"
"census_spend_mean_new_recordings","3916.968987086108","$3,917","2025 dollars","01_evidence/08_venues_ecosystem/austin_music_census_2022_details_an3p-3yqx.csv","Mean annual spending on New recordings, 2025 dollars, 728 music creatives who answered this category. 2022 Greater Austin Music Census, self-selected online convenience sample fielded 15 Jul - 12 Sep 2022, 2,227 respondent records, NO SURVEY WEIGHTS. Every figure is a sample share, not a population estimate, and none is comparable with ACS, PUMS, OEWS or QCEW.","census"
