key,value,formatted,unit,source,note,module
"music_disbursed_percapita_georgia","0","$0.00","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","Georgia: actual disbursed/claimed/awarded amount for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population.","state"
"nasaa_baseline_percapita_georgia",".1400000005960464","$0.14","FY2026 nominal dollars per capita, state arts agency (general arts, NOT music-specific)","01_evidence/03_creative_economy_bea/tidy/nasaa_fy2026_table6_per_capita_spending.csv","Georgia state arts agency legislative appropriation including line items, FY2026, per capita (NASAA Table 6). This is a GENERAL arts baseline, not a music-specific figure -- it excludes Texas’s TMIR, Louisiana’s and Tennessee’s music-adjacent economic-development incentives entirely, because those sit outside the state arts agency in all three states.","state"
"percapita_pop_2025_louisiana","4618189","4,618,189","residents, Census Vintage 2025, July 1 2025","01_evidence/06_state_policy_benchmark/trackers/Census_NST-EST2025-ALLDATA.csv","Louisiana resident population, Census Bureau Vintage 2025 state estimate, July 1, 2025 (SUMLEV 040). Used as the single population denominator for both the authorized and disbursed bars for Louisiana in fig16.","state"
"music_authorized_percapita_louisiana","2.63","$2.63","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","Louisiana: statutory cap or ongoing dedication for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population. See fig16 caption/registry for the specific program and nominal-year assumption used for Louisiana.","state"
"music_disbursed_percapita_louisiana",".48","$0.48","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","Louisiana: actual disbursed/claimed/awarded amount for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population.","state"
"nasaa_baseline_percapita_louisiana",".449999988079071","$0.45","FY2026 nominal dollars per capita, state arts agency (general arts, NOT music-specific)","01_evidence/03_creative_economy_bea/tidy/nasaa_fy2026_table6_per_capita_spending.csv","Louisiana state arts agency legislative appropriation including line items, FY2026, per capita (NASAA Table 6). This is a GENERAL arts baseline, not a music-specific figure -- it excludes Texas’s TMIR, Louisiana’s and Tennessee’s music-adjacent economic-development incentives entirely, because those sit outside the state arts agency in all three states.","state"
"percapita_pop_2025_newyork","20002427","20,002,427","residents, Census Vintage 2025, July 1 2025","01_evidence/06_state_policy_benchmark/trackers/Census_NST-EST2025-ALLDATA.csv","New York resident population, Census Bureau Vintage 2025 state estimate, July 1, 2025 (SUMLEV 040). Used as the single population denominator for both the authorized and disbursed bars for New York in fig16.","state"
"music_authorized_percapita_newyork","7.5","$7.50","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","New York: statutory cap or ongoing dedication for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population. See fig16 caption/registry for the specific program and nominal-year assumption used for New York.","state"
"music_disbursed_percapita_newyork","4.52","$4.52","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","New York: actual disbursed/claimed/awarded amount for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population.","state"
"nasaa_baseline_percapita_newyork","4.139999866485596","$4.14","FY2026 nominal dollars per capita, state arts agency (general arts, NOT music-specific)","01_evidence/03_creative_economy_bea/tidy/nasaa_fy2026_table6_per_capita_spending.csv","New York state arts agency legislative appropriation including line items, FY2026, per capita (NASAA Table 6). This is a GENERAL arts baseline, not a music-specific figure -- it excludes Texas’s TMIR, Louisiana’s and Tennessee’s music-adjacent economic-development incentives entirely, because those sit outside the state arts agency in all three states.","state"
"percapita_pop_2025_tennessee","7315076","7,315,076","residents, Census Vintage 2025, July 1 2025","01_evidence/06_state_policy_benchmark/trackers/Census_NST-EST2025-ALLDATA.csv","Tennessee resident population, Census Bureau Vintage 2025 state estimate, July 1, 2025 (SUMLEV 040). Used as the single population denominator for both the authorized and disbursed bars for Tennessee in fig16.","state"
"music_authorized_percapita_tennessee","1.46","$1.46","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","Tennessee: statutory cap or ongoing dedication for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population. See fig16 caption/registry for the specific program and nominal-year assumption used for Tennessee.","state"
"music_disbursed_percapita_tennessee","1.07","$1.07","2025 real dollars per capita, primary music-specific program","01_evidence/06_state_policy_benchmark/_findings.md","Tennessee: actual disbursed/claimed/awarded amount for its primary music-specific incentive, deflated to 2025 dollars and divided by Vintage-2025 population.","state"
"nasaa_baseline_percapita_tennessee","2.269999980926514","$2.27","FY2026 nominal dollars per capita, state arts agency (general arts, NOT music-specific)","01_evidence/03_creative_economy_bea/tidy/nasaa_fy2026_table6_per_capita_spending.csv","Tennessee state arts agency legislative appropriation including line items, FY2026, per capita (NASAA Table 6). This is a GENERAL arts baseline, not a music-specific figure -- it excludes Texas’s TMIR, Louisiana’s and Tennessee’s music-adjacent economic-development incentives entirely, because those sit outside the state arts agency in all three states.","state"
"ga_credit_zero_disbursed_note","1","statutory cap is not a measure of support","methodological/analytical point","01_evidence/06_state_policy_benchmark/peer_GA/GA_DOAA_Musical_Tax_Credit_eval.txt","Georgia Musical Tax Credit (O.C.G.A. sec 48-7-40.33): $15,000,000/year statutory cap, in effect 2018-2022 (expired Jan 1 2023). Georgia Department of Audits and Accounts evaluation states, verbatim, that throughout the credit’s active period no tax credits were awarded; six applications were received, none approved (all lacked GDEcD pre-certification). Disbursed = $0 in every year of the program’s life. Verified directly against the source PDF text in this session, not taken on the evidence memo’s word alone.","state"
"fig16_nominal_year_methodology","1","see note","methodological note","01_evidence/06_state_policy_benchmark/_findings.md","fig16 nominal-year assignments, all deflated to 2025 real dollars via this project’s shared CPI-U lookup: Texas TMIR authorized+disbursed, nominal 2025 (FY2026 award year treated as coincident with the 2025 base year). Georgia cap, nominal 2022 (last year the flat $15M/yr cap was in effect before the credit expired); disbursed is a real $0 in any year. Louisiana’s 2 combined credits (Sound Recording Investor + Musical & Theatrical Production), both authorized and disbursed, nominal 2025 (FYE 6/2025, current law before both credits closed to new applications 6/30/2025). New York NYC Musical & Theatrical (sec 24-c): this credit uses an escalating multi-year LIFETIME aggregate cap ($100M to $550M since Aug 2022), not a flat annual cap like the other 4 states, so the authorized figure here is this module’s own proxy -- the most recent one-year increase to that cap ($400M to $550M, enacted in the FY2027 budget, May 2026, versus the FY2026 budget, May 2025 -- one year apart), nominal 2025. New York disbursed is the evidence memo’s own annualized actual ($308M awarded Aug 2022-Feb 2026, 3.5 years, ~$88M/yr), nominal year approximated as 2024, the rough midpoint of that window. Tennessee budget line 330.17 (film+TV+music-scoring combined, no music-only breakout exists): authorized = FY2025-26 estimated appropriation, nominal 2025; disbursed = FY2024-25 actual, nominal 2024. NASAA baseline figures are FY2026 nominal, treated as approximately 2025-real given proximity to the base year, consistent with the Texas TMIR treatment. New York’s authorized figure and the Tennessee bars (not music-specific) should be read with more caution than Texas, Georgia, and Louisiana’s cleaner flat-annual-cap figures.","state"
"bea_gdp_share_correction_tx_not_lowest","2","rank 2 of 8 (1=lowest), not lowest","correction to 01_evidence/03_creative_economy_bea/_findings.md bullet 2","01_evidence/03_creative_economy_bea/tidy/acpsa_state_totals_long_2001_2023.csv","The evidence memo’s bullet 2 headline sentence says Texas has the lowest arts/culture value-added share of state GDP among the 8 benchmark states; its own supporting numbers, quoted in the same bullet, list Louisiana (2.1%) below Texas (2.5%). Direct inspection of the tidy CSV here confirms the supporting numbers: Louisiana is lowest of the 8 at 2.1%, Texas is 2nd-lowest at 2.5% (rank 2 of 8, 1=lowest). Fixed in this module’s figure and registry; the source memo’s headline sentence should be corrected.","state"
"bea_gdp_share_tx_2023","2.5","2.5%","percent of state GDP, arts/culture value added, 2023","01_evidence/03_creative_economy_bea/tidy/acpsa_state_totals_long_2001_2023.csv","Texas arts and cultural production value added as a share of Texas state GDP, 2023, BEA ACPSA. Among the 8 benchmark states (CA, FL, GA, LA, NY, TN, TX, WA) Texas ranks 2 of 8, 1=lowest -- 2nd-lowest, not lowest.","state"
"bea_gdp_share_la_2023","2.1","2.1%","percent of state GDP, arts/culture value added, 2023","01_evidence/03_creative_economy_bea/tidy/acpsa_state_totals_long_2001_2023.csv","Louisiana arts and cultural production value added as a share of state GDP, 2023 -- the lowest of the 8 benchmark states, below Texas.","state"
"bea_gdp_share_us_avg_2023","4.2","4.2%","percent of GDP, US total, 2023","01_evidence/03_creative_economy_bea/tidy/acpsa_state_totals_long_2001_2023.csv","US arts/culture value added as a share of US GDP, 2023. Reference line on fig17 panel A; the United States row is the national average, not a 9th benchmark state, and is excluded from the 8-state bar count and from the rank8 calculation above.","state"
"bea_gdp_share_tx_national_rank","36","36th of 51 (50 states + DC)","national rank, arts/culture value-added share of state GDP, 2023 -- NOT independently re-derived here","01_evidence/03_creative_economy_bea/_findings.md","Texas ranks 36th of 51 (50 states + DC) nationally on arts/culture value-added share of state GDP, 2023, per the evidence memo’s reading of the full BEA ACPSA release. This project’s own tidy CSV extract (acpsa_state_totals_long_2001_2023.csv) contains only the 8 benchmark states plus the US average, so this 36th-of-51 figure is cited from the evidence memo, not independently recomputed from a file in this project. It is a different and weaker claim than the rank 2 of 8 benchmark states figure above -- keep the two separate and always name which comparison set a given rank refers to.","state"
"bea_crossover_year_tx","2011","2011","first year of the UNBROKEN run through 2023, calendar","01_evidence/03_creative_economy_bea/tidy/acpsa_state_industry_detail_2001_2023.csv","Texas independent-artists-writers-and-performers value added has exceeded performing-arts-companies value added in every year from 2011 through 2023, BEA ACPSA state industry detail. There was an earlier, temporary crossover starting in 2007 that reversed after 2 years (performing arts companies pulled back ahead in 2009-2010) before the change took hold for good in 2011 -- the earlier blip is registered separately (bea_first_crossover_year_tx) so the paper does not overstate the 2007 date as the durable change.","state"
"bea_first_crossover_year_tx","2007","2007 (temporary, reversed)","first year, calendar -- NOT the lasting crossover, see bea_crossover_year_tx","01_evidence/03_creative_economy_bea/tidy/acpsa_state_industry_detail_2001_2023.csv","First year independent-artists VA exceeded performing-arts-companies VA in Texas was 2007, but performing arts companies pulled back ahead for 2009 and 2010 before independent artists retook and held the lead from 2011 onward. Registered so the earlier date is not mistaken for the durable change.","state"
"bea_indep_artists_va_tx_2023","1642.8","$1642.8M","2023 nominal dollars, millions","01_evidence/03_creative_economy_bea/tidy/acpsa_state_industry_detail_2001_2023.csv","Texas independent-artists-writers-and-performers value added, 2023, BEA ACPSA, nominal dollars (this is a same-year level comparison against performing arts companies below, so no deflation is applied here).","state"
"bea_performing_arts_va_tx_2023","875.7","$875.7M","2023 nominal dollars, millions","01_evidence/03_creative_economy_bea/tidy/acpsa_state_industry_detail_2001_2023.csv","Texas performing-arts-companies value added, 2023, BEA ACPSA, nominal dollars.","state"
"bea_indep_vs_performing_gap_tx_2023","767.1","$767.1M","2023 nominal dollars, millions, gap","01_evidence/03_creative_economy_bea/tidy/acpsa_state_industry_detail_2001_2023.csv","2023 gap between Texas independent-artist value added and performing-arts-company value added (independent minus performing), nominal dollars, same-year comparison so no deflation applies.","state"
"svog_metro_method_note","1","hand-built city-name list, not official MSA boundaries","methodological note","01_evidence/07_svog_federal_relief/_sources.md","Austin-area figure uses the evidence folder's own pre-built 26-place city list (svog_awards_AUSTIN_AREA.csv). Houston-area (141 recipients) and Dallas-Fort Worth-area (206 recipients) figures were built in this module from svog_awards_TEXAS.csv using this module's own hand-built city-name lists (29 and 49 place names respectively; full lists are in this do-file's SECTION 4 source), matched on a case/whitespace-normalized city field. Nashville (114 recipients) and San Antonio (48 recipients) use a single-city, case-normalized match against the full national SVOG file, following the same convention the evidence folder used for those two cities. None of the four metro figures corresponds to an official Census CBSA/MSA boundary; treat all four as approximate, directional comparisons, not authoritative metro totals, and expect them to differ somewhat from any other hand-built city list covering the same metro.","state"
"svog_tx_total","1167322216.348267","$1.17 billion","nominal dollars, 758 recipients","01_evidence/07_svog_federal_relief/svog_awards_TEXAS.csv","Total SVOG awards to Texas recipients, SBA awards-as-of-7-5-22 file, 758 recipients. Shown for context; not plotted on fig18's metro-comparison bars because it is a whole-state total, not a metro figure, and dwarfs all four metro bars on the same axis.","state"
"svog_tx_top10_share","8.6","8.6%","percent of Texas SVOG dollars, top 10 of 758 recipients","01_evidence/07_svog_federal_relief/svog_awards_TEXAS.csv","Share of all Texas SVOG dollars captured by the 10 largest of 758 Texas recipients.","state"
"svog_tx_cap_hits","30","30 of 758 recipients","count at/above the $10,000,000 per-entity cap","01_evidence/07_svog_federal_relief/svog_awards_TEXAS.csv","Number of Texas SVOG recipients whose total award is at or above the program’s $10,000,000 per-entity cap.","state"
"svog_austin_total","238413446.109375","$238.4 million","nominal dollars, 152 recipients","01_evidence/07_svog_federal_relief/svog_awards_AUSTIN_AREA.csv","Total SVOG awards to Austin-area recipients (Austin, Round Rock, San Marcos, Pflugerville, and other nearby places -- see _sources.md's city list), 152 recipients, about 20.4% of the Texas total.","state"
"svog_austin_top10_share","38.8","38.8%","percent of Austin-area SVOG dollars, top 10 of 152 recipients","01_evidence/07_svog_federal_relief/svog_awards_AUSTIN_AREA.csv","Share of all Austin-area SVOG dollars captured by the 10 largest of 152 Austin-area recipients.","state"
"svog_austin_cap_hits","5","5 of 152 recipients","count at/above the $10,000,000 per-entity cap","01_evidence/07_svog_federal_relief/svog_awards_AUSTIN_AREA.csv","Number of Austin-area SVOG recipients whose total award is at or above the program’s $10,000,000 per-entity cap: Alamo South Lamar LP, Circuit of the Americas LLC dba Germania Insurance Amphitheater, Flix Entertainment LLC (Round Rock), The University of Texas at Austin, and Messina Touring Group LLC.","state"
"svog_houston_area_total","224804999.027832","$224.8 million","nominal dollars, 141 recipients, hand-built city list","01_evidence/07_svog_federal_relief/svog_awards_TEXAS.csv","Houston-area SVOG total, this module’s own hand-built 29-place city list matched against svog_awards_TEXAS.csv, case/whitespace-normalized. Not an official MSA total.","state"
"svog_dfw_area_total","415035545.7288818","$415.0 million","nominal dollars, 206 recipients, hand-built city list","01_evidence/07_svog_federal_relief/svog_awards_TEXAS.csv","Dallas-Fort Worth-area SVOG total, this module’s own hand-built 49-place city list matched against svog_awards_TEXAS.csv, case/whitespace-normalized. Not an official MSA total.","state"
"svog_nashville_total","159856094.1191406","$159.9 million","nominal dollars, 114 recipients, city of Nashville only","03_analysis/data/external/SVOG_awards_full_national.dta","Nashville, TN city only (Nashville-Davidson is a consolidated city-county government, so this captures nearly all of Davidson County but excludes MSA suburbs like Franklin and Murfreesboro -- the true Nashville-MSA total would be higher). Not an official MSA total.","state"
"svog_san_antonio_total_bonus","70428349.45141602","$70.4 million","nominal dollars, 48 recipients, city of San Antonio only, bonus context (not one of the 3 required comparators)","01_evidence/07_svog_federal_relief/svog_awards_TEXAS.csv","San Antonio city-only SVOG total, provided as bonus context alongside the Houston/Dallas-Fort Worth/Nashville comparators the tasking required; not plotted on fig18.","state"
"citycensus_income_nashville","52000","$52,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Nashville Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_baltimore","35000","$35,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Baltimore Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_charlotte","29000","$29,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Charlotte Sound Music Cities-style music census, 2025. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_minneapolis","28000","$28,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Minneapolis Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_nwarkansas","26000","$26,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","NW Arkansas Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_baton_rouge","25000","$25,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Baton Rouge Sound Music Cities-style music census, 2025. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_new_orleans","23000","$23,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","New Orleans Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_washington_dc","23000","$23,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Washington DC Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_cleveland","21000","$21,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Cleveland Sound Music Cities-style music census, 2023. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_detroit","20000","$20,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Detroit Sound Music Cities-style music census, 2026. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_columbus","19390","$19,390","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Columbus Sound Music Cities-style music census, 2023. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_greensboro","18000","$18,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Greensboro Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_tulsa","18000","$18,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Tulsa Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_lawrence","16000","$16,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Lawrence Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_income_anchorage","15000","$15,000","self-selected survey AVERAGE (not median), music-related annual income","01_evidence/05_music_census_pay_surveys/national_and_benchmark_surveys.md","Anchorage Sound Music Cities-style music census, 2024. Self-selected online survey average music-related income, NOT a median and not comparable to this report's ACS PUMS median-earnings figures for Austin/Texas musicians used elsewhere. Verified against national_and_benchmark_surveys.md SS6c before use.","state"
"citycensus_austin_no_data","1","no data since 2013","data gap, methodological finding","01_evidence/05_music_census_pay_surveys/austin_music_census_2014_vs_2022_extracted_numbers.md","Austin’s own 2022 Greater Austin Music Census removed the income-quantification questions the 2014 census had used, on the stated advice of its community engagement partners (the census Summary Report says these questions turned off many respondents). No Austin figure comparable to the other 15 cities’ 2023-2026 self-reported averages exists; the last Austin dollar figure is the 2014 census, measuring calendar-2013 income, reported as a distribution (68.4% earned under $10,000 from music) rather than an average or median. Shown in fig21 as an explicit gap, not a bar.","state"
