key,value,formatted,unit,source,note,module
"col_hud_br1_nashville_pctchg","48.5","+48.5%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Nashville HUD Fair Market Rent, 1-bedroom, real 2025 dollars, FY2010 ($1,037) to FY2026 ($1,540). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br1_nashville_peak","1650","$1,650 in FY2025","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Nashville HUD Fair Market Rent, 1-bedroom, peak real value FY2025 at $1,650, 2025 dollars.","costliving"
"col_hud_br1_nashville_peaktolatest","-6.7","-6.7%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Nashville HUD Fair Market Rent, 1-bedroom, real 2025 dollars, from its FY2025 peak ($1,650) to FY2026 ($1,540): -6.7%.","costliving"
"col_hud_br1_sanantonio_pctchg","20.5","+20.5%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","San Antonio HUD Fair Market Rent, 1-bedroom, real 2025 dollars, FY2010 ($953) to FY2026 ($1,149). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br1_sanantonio_peak","1231","$1,231 in FY2025","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","San Antonio HUD Fair Market Rent, 1-bedroom, peak real value FY2025 at $1,231, 2025 dollars.","costliving"
"col_hud_br1_sanantonio_peaktolatest","-6.7","-6.7%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","San Antonio HUD Fair Market Rent, 1-bedroom, real 2025 dollars, from its FY2025 peak ($1,231) to FY2026 ($1,149): -6.7%.","costliving"
"col_hud_br2_austin_pctchg","28.2","+28.2%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Austin HUD Fair Market Rent, 2-bedroom, real 2025 dollars, FY2010 ($1,409) to FY2026 ($1,808). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br2_austin_peak","1976","$1,976 in FY2024","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Austin HUD Fair Market Rent, 2-bedroom, peak real value FY2024 at $1,976, 2025 dollars.","costliving"
"col_hud_br2_austin_peaktolatest","-8.5","-8.5%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Austin HUD Fair Market Rent, 2-bedroom, real 2025 dollars, from its FY2024 peak ($1,976) to FY2026 ($1,808): -8.5%.","costliving"
"col_hud_br2_dallas_pctchg","42.7","+42.7%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Dallas HUD Fair Market Rent, 2-bedroom, real 2025 dollars, FY2010 ($1,321) to FY2026 ($1,885). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br2_dallas_peak","1885","$1,885 in FY2026","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Dallas HUD Fair Market Rent, 2-bedroom, peak real value FY2026 at $1,885, 2025 dollars.","costliving"
"col_hud_br2_dallas_peaktolatest","0","0.0%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Dallas HUD Fair Market Rent, 2-bedroom, real 2025 dollars, from its FY2026 peak ($1,885) to FY2026 ($1,885): 0.0%.","costliving"
"col_hud_br2_houston_pctchg","16.5","+16.5%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Houston HUD Fair Market Rent, 2-bedroom, real 2025 dollars, FY2010 ($1,318) to FY2026 ($1,535). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br2_houston_peak","1535","$1,535 in FY2026","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Houston HUD Fair Market Rent, 2-bedroom, peak real value FY2026 at $1,535, 2025 dollars.","costliving"
"col_hud_br2_houston_peaktolatest","0","0.0%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Houston HUD Fair Market Rent, 2-bedroom, real 2025 dollars, from its FY2026 peak ($1,535) to FY2026 ($1,535): 0.0%.","costliving"
"col_hud_br2_nashville_pctchg","41.6","+41.6%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Nashville HUD Fair Market Rent, 2-bedroom, real 2025 dollars, FY2010 ($1,192) to FY2026 ($1,688). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br2_nashville_peak","1827","$1,827 in FY2025","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Nashville HUD Fair Market Rent, 2-bedroom, peak real value FY2025 at $1,827, 2025 dollars.","costliving"
"col_hud_br2_nashville_peaktolatest","-7.600000000000001","-7.6%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","Nashville HUD Fair Market Rent, 2-bedroom, real 2025 dollars, from its FY2025 peak ($1,827) to FY2026 ($1,688): -7.6%.","costliving"
"col_hud_br2_sanantonio_pctchg","18.3","+18.3%","percent change, real, FY2010-FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","San Antonio HUD Fair Market Rent, 2-bedroom, real 2025 dollars, FY2010 ($1,176) to FY2026 ($1,392). FY2026 uses this module own partial-year CPI patch (col_defl2026_partial_year).","costliving"
"col_hud_br2_sanantonio_peak","1501","$1,501 in FY2025","2025 dollars per month, peak fiscal year","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","San Antonio HUD Fair Market Rent, 2-bedroom, peak real value FY2025 at $1,501, 2025 dollars.","costliving"
"col_hud_br2_sanantonio_peaktolatest","-7.300000000000001","-7.3%","percent change, real, peak to FY2026","01_evidence/09_cost_of_living/hud_fmr_1983_2026_5area_long.csv","San Antonio HUD Fair Market Rent, 2-bedroom, real 2025 dollars, from its FY2025 peak ($1,501) to FY2026 ($1,392): -7.3%.","costliving"
"col_zori_austin_pctchg","-3.3","-3.3%","percent change, real, January 2015 to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Austin Zillow ZORI, real 2025 dollars, January 2015 ($1,669, earliest available) to June 2026 ($1,614).","costliving"
"col_zori_austin_peak","2108","$2,108 in December 2021","2025 dollars per month, peak month","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Austin Zillow ZORI peak, December 2021, real 2025 dollars.","costliving"
"col_zori_austin_peaktolatest","-23.5","-23.5%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Austin Zillow ZORI, real 2025 dollars, from its December 2021 peak ($2,108) to June 2026 ($1,614): -23.5%.","costliving"
"col_zori_dallas_pctchg","11.6","+11.6%","percent change, real, January 2015 to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Dallas Zillow ZORI, real 2025 dollars, January 2015 ($1,463, earliest available) to June 2026 ($1,633).","costliving"
"col_zori_dallas_peak","1877","$1,877 in December 2021","2025 dollars per month, peak month","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Dallas Zillow ZORI peak, December 2021, real 2025 dollars.","costliving"
"col_zori_dallas_peaktolatest","-13","-13.0%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Dallas Zillow ZORI, real 2025 dollars, from its December 2021 peak ($1,877) to June 2026 ($1,633): -13.0%.","costliving"
"col_zori_houston_pctchg","-3.2","-3.2%","percent change, real, January 2015 to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Houston Zillow ZORI, real 2025 dollars, January 2015 ($1,662, earliest available) to June 2026 ($1,608).","costliving"
"col_zori_houston_peak","1806","$1,806 in December 2021","2025 dollars per month, peak month","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Houston Zillow ZORI peak, December 2021, real 2025 dollars.","costliving"
"col_zori_houston_peaktolatest","-10.9","-10.9%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Houston Zillow ZORI, real 2025 dollars, from its December 2021 peak ($1,806) to June 2026 ($1,608): -10.9%.","costliving"
"col_zori_nashville_pctchg","13.7","+13.7%","percent change, real, January 2015 to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Nashville Zillow ZORI, real 2025 dollars, January 2015 ($1,554, earliest available) to June 2026 ($1,767).","costliving"
"col_zori_nashville_peak","1999","$1,999 in December 2021","2025 dollars per month, peak month","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Nashville Zillow ZORI peak, December 2021, real 2025 dollars.","costliving"
"col_zori_nashville_peaktolatest","-11.6","-11.6%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","Nashville Zillow ZORI, real 2025 dollars, from its December 2021 peak ($1,999) to June 2026 ($1,767): -11.6%.","costliving"
"col_zori_sanantonio_pctchg","-2.5","-2.5%","percent change, real, January 2015 to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","San Antonio Zillow ZORI, real 2025 dollars, January 2015 ($1,418, earliest available) to June 2026 ($1,382).","costliving"
"col_zori_sanantonio_peak","1682","$1,682 in December 2021","2025 dollars per month, peak month","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","San Antonio Zillow ZORI peak, December 2021, real 2025 dollars.","costliving"
"col_zori_sanantonio_peaktolatest","-17.8","-17.8%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","San Antonio Zillow ZORI, real 2025 dollars, from its December 2021 peak ($1,682) to June 2026 ($1,382): -17.8%.","costliving"
"col_zori_seasonal_crosscheck","1","August 2022","peak month, not-seasonally-adjusted series, cross-check only","01_evidence/09_cost_of_living/zillow_zori_notseasadj_5metro_long.csv","Austin ZORI peak month using the NOT-seasonally-adjusted series: August 2022. This module uses the seasonally adjusted ZORI throughout, as the evidence folder recommends, so an ordinary within-year seasonal swing in the rental market is not mistaken for the cyclical 2022 peak; the two series agree closely on timing.","costliving"
"col_zori_real_vs_nominal_peak_note","1","real peak precedes nominal peak by about a year","methodological note","01_evidence/09_cost_of_living/zillow_zori_seasadj_5metro_long.csv","The REAL (2025-dollar) Zillow ZORI peak this module registers for all 5 metros falls in December 2021, one calendar year before the widely cited NOMINAL peak month, which varies by metro from mid-2022 into 2023 or later. This is a genuine, explainable artifact of using an ANNUAL CPI-U deflator (as this report requires throughout) during 2021-2023, the sharpest national inflation stretch in this series own span: the deflator step from 2021 to 2022 outweighs the modest further nominal rent increase many metros saw into 2022 or later, so the REAL peak lands a year earlier than the NOMINAL one. Both readings are correct for what they measure; a report drawing on this module should specify which one (real, constant-purchasing-power peak, or nominal, actual-dollars-charged-at-the-time peak) it means. Zillow ZHVI does not show this same shift, because its nominal peak already fell within mid-2022, before the sharpest part of the 2021-2023 inflation stretch.","costliving"
"col_zhvi_austin_pctchg","36.1","+36.1%","percent change, real, January 2010 to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Austin Zillow ZHVI (all homes), real 2025 dollars, January 2010 ($306,061) to June 2026 ($416,692).","costliving"
"col_zhvi_austin_peak","640261","$640,261 in June 2022","2025 dollars, peak month","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Austin Zillow ZHVI peak, June 2022, real 2025 dollars.","costliving"
"col_zhvi_austin_peaktolatest","-34.9","-34.9%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Austin Zillow ZHVI, real 2025 dollars, from its June 2022 peak ($640,261) to June 2026 ($416,692): -34.9%. This differs from any nominal-dollar peak-to-latest percent quoted elsewhere, because this figure is deflated to constant 2025 dollars and the nominal one is not.","costliving"
"col_zhvi_dallas_pctchg","56.40000000000001","+56.4%","percent change, real, January 2010 to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Dallas Zillow ZHVI (all homes), real 2025 dollars, January 2010 ($228,855) to June 2026 ($357,896).","costliving"
"col_zhvi_dallas_peak","441077","$441,077 in August 2022","2025 dollars, peak month","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Dallas Zillow ZHVI peak, August 2022, real 2025 dollars.","costliving"
"col_zhvi_dallas_peaktolatest","-18.9","-18.9%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Dallas Zillow ZHVI, real 2025 dollars, from its August 2022 peak ($441,077) to June 2026 ($357,896): -18.9%. This differs from any nominal-dollar peak-to-latest percent quoted elsewhere, because this figure is deflated to constant 2025 dollars and the nominal one is not.","costliving"
"col_zhvi_houston_pctchg","31.5","+31.5%","percent change, real, January 2010 to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Houston Zillow ZHVI (all homes), real 2025 dollars, January 2010 ($229,305) to June 2026 ($301,515).","costliving"
"col_zhvi_houston_peak","355547","$355,547 in August 2022","2025 dollars, peak month","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Houston Zillow ZHVI peak, August 2022, real 2025 dollars.","costliving"
"col_zhvi_houston_peaktolatest","-15.2","-15.2%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Houston Zillow ZHVI, real 2025 dollars, from its August 2022 peak ($355,547) to June 2026 ($301,515): -15.2%. This differs from any nominal-dollar peak-to-latest percent quoted elsewhere, because this figure is deflated to constant 2025 dollars and the nominal one is not.","costliving"
"col_zhvi_nashville_pctchg","63.90000000000001","+63.9%","percent change, real, January 2010 to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Nashville Zillow ZHVI (all homes), real 2025 dollars, January 2010 ($272,551) to June 2026 ($446,816).","costliving"
"col_zhvi_nashville_peak","515644","$515,644 in August 2022","2025 dollars, peak month","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Nashville Zillow ZHVI peak, August 2022, real 2025 dollars.","costliving"
"col_zhvi_nashville_peaktolatest","-13.3","-13.3%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","Nashville Zillow ZHVI, real 2025 dollars, from its August 2022 peak ($515,644) to June 2026 ($446,816): -13.3%. This differs from any nominal-dollar peak-to-latest percent quoted elsewhere, because this figure is deflated to constant 2025 dollars and the nominal one is not.","costliving"
"col_zhvi_sanantonio_pctchg","26.7","+26.7%","percent change, real, January 2010 to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","San Antonio Zillow ZHVI (all homes), real 2025 dollars, January 2010 ($215,898) to June 2026 ($273,638).","costliving"
"col_zhvi_sanantonio_peak","341829","$341,829 in August 2022","2025 dollars, peak month","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","San Antonio Zillow ZHVI peak, August 2022, real 2025 dollars.","costliving"
"col_zhvi_sanantonio_peaktolatest","-19.9","-19.9%","percent change, real, peak to June 2026","01_evidence/09_cost_of_living/zillow_zhvi_allhomes_seasadj_5metro_long.csv","San Antonio Zillow ZHVI, real 2025 dollars, from its August 2022 peak ($341,829) to June 2026 ($273,638): -19.9%. This differs from any nominal-dollar peak-to-latest percent quoted elsewhere, because this figure is deflated to constant 2025 dollars and the nominal one is not.","costliving"
"col_acs_rent_pctchg_austin","23.5","+23.5%","percent change, nominal, ACS 2017-2021 5-year to 2020-2024 5-year","01_evidence/09_cost_of_living/acs_median_rent_homevalue_5geo_long.csv","Austin MSA, ACS median gross rent, 2017-2021 5-year estimate ($1,398) to 2020-2024 5-year estimate ($1,726). Nominal dollars; each estimate already blends 5 calendar years, so it is context, not comparable to the Zillow/HUD monthly-peak percentages above. A 5-year rolling average cannot show a sharp within-window peak the way a monthly index can.","costliving"
"col_acs_rent_pctchg_dallas","27.7","+27.7%","percent change, nominal, ACS 2017-2021 5-year to 2020-2024 5-year","01_evidence/09_cost_of_living/acs_median_rent_homevalue_5geo_long.csv","Dallas MSA, ACS median gross rent, 2017-2021 5-year estimate ($1,264) to 2020-2024 5-year estimate ($1,614). Nominal dollars; each estimate already blends 5 calendar years, so it is context, not comparable to the Zillow/HUD monthly-peak percentages above. A 5-year rolling average cannot show a sharp within-window peak the way a monthly index can.","costliving"
"col_acs_rent_pctchg_houston","20.3","+20.3%","percent change, nominal, ACS 2017-2021 5-year to 2020-2024 5-year","01_evidence/09_cost_of_living/acs_median_rent_homevalue_5geo_long.csv","Houston MSA, ACS median gross rent, 2017-2021 5-year estimate ($1,189) to 2020-2024 5-year estimate ($1,430). Nominal dollars; each estimate already blends 5 calendar years, so it is context, not comparable to the Zillow/HUD monthly-peak percentages above. A 5-year rolling average cannot show a sharp within-window peak the way a monthly index can.","costliving"
"col_acs_rent_pctchg_nashville","26.2","+26.2%","percent change, nominal, ACS 2017-2021 5-year to 2020-2024 5-year","01_evidence/09_cost_of_living/acs_median_rent_homevalue_5geo_long.csv","Nashville MSA, ACS median gross rent, 2017-2021 5-year estimate ($1,211) to 2020-2024 5-year estimate ($1,528). Nominal dollars; each estimate already blends 5 calendar years, so it is context, not comparable to the Zillow/HUD monthly-peak percentages above. A 5-year rolling average cannot show a sharp within-window peak the way a monthly index can.","costliving"
"col_acs_rent_pctchg_sanantonio","21.5","+21.5%","percent change, nominal, ACS 2017-2021 5-year to 2020-2024 5-year","01_evidence/09_cost_of_living/acs_median_rent_homevalue_5geo_long.csv","San Antonio MSA, ACS median gross rent, 2017-2021 5-year estimate ($1,122) to 2020-2024 5-year estimate ($1,363). Nominal dollars; each estimate already blends 5 calendar years, so it is context, not comparable to the Zillow/HUD monthly-peak percentages above. A 5-year rolling average cannot show a sharp within-window peak the way a monthly index can.","costliving"
"col_mit_living_wage_hourly","23.69","$23.69 per hour","dollars per hour, nominal, single adult, no dependents, 2026-02-15 vintage","01_evidence/09_cost_of_living/mit_living_wage_travis_county_20260801.md","MIT Living Wage Calculator, Travis County, 1 adult / 0 children, as published 2026-02-15, retrieved 2026-08-01. A budget-based (expenditure-minimum) benchmark, not a market price. Hand-transcribed from this project own markdown note, since MIT publishes no machine-readable file for this figure.","costliving"
"col_mit_housing_lineitem_monthly","1518","$1,518 per month","dollars per month, implied housing line item, 2026-02-15 vintage","01_evidence/09_cost_of_living/mit_living_wage_travis_county_20260801.md","MIT implied monthly housing cost within its no-frills budget, Travis County, 2026-02-15 vintage. Cross-check only: sits close to, and modestly below, both HUD FY2026 Austin 1-bedroom Fair Market Rent and Zillow June 2026 Austin ZORI registered elsewhere in this module -- three independently built sources landing within roughly 150 dollars a month of each other.","costliving"
"col_cpi_allitems_index_2025","165","165.0","index, 2005=100","03_analysis/data/external/BLS_CPI.dta","CPI-U All items, U.S. city average, annual average, indexed to 2005=100, 2025.","costliving"
"col_cpi_housing_index_2025","177.3","177.3","index, 2005=100","03_analysis/data/external/BLS_CPI.dta","CPI-U Housing, U.S. city average, annual average, indexed to 2005=100, 2025. October 2025 imputed (col_cpi_housing_oct2025_imputed).","costliving"
"col_cpi_housing_gap_2025","12.3","12.3 points","index points, cumulative gap since 2005","03_analysis/data/external/BLS_CPI.dta","Housing index (177.3) minus All items index (165.0), both 2005=100, 2025: national housing prices have risen 12.3 index points faster than the broad CPI basket since 2005. This is a NATIONAL series -- BLS publishes no Austin-area CPI (col_no_austin_bls_cpi) -- used here to show housing outpacing general inflation nationally, a pattern the Regional Price Parity section below shows is sharper still in Austin specifically.","costliving"
"col_rpp_allitems_austin","98.10000000000001","98.1","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, All items, Austin, 2024 (latest BEA vintage in this extract).","costliving"
"col_rpp_housing_austin","120.4","120.4","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, Housing services, Austin, 2024.","costliving"
"col_rpp_gap_austin","22.3","22.3 points","index points, housing RPP minus all-items RPP","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","Austin, 2024: housing RPP (120.4) minus all-items RPP (98.1) = 22.3 points. Austin gap is the widest of the 5 metros compared here (verified directly), meaning the Austin cost problem is specifically a HOUSING problem: Austin sits near the national average on everything else.","costliving"
"col_rpp_allitems_dallas","103.1","103.1","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, All items, Dallas, 2024 (latest BEA vintage in this extract).","costliving"
"col_rpp_housing_dallas","117.9","117.9","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, Housing services, Dallas, 2024.","costliving"
"col_rpp_gap_dallas","14.8","14.8 points","index points, housing RPP minus all-items RPP","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","Dallas, 2024: housing RPP (117.9) minus all-items RPP (103.1) = 14.8 points. Austin gap is the widest of the 5 metros compared here (verified directly), meaning the Austin cost problem is specifically a HOUSING problem: Austin sits near the national average on everything else.","costliving"
"col_rpp_allitems_houston","98.60000000000001","98.6","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, All items, Houston, 2024 (latest BEA vintage in this extract).","costliving"
"col_rpp_housing_houston","104.5","104.5","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, Housing services, Houston, 2024.","costliving"
"col_rpp_gap_houston","5.9","5.9 points","index points, housing RPP minus all-items RPP","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","Houston, 2024: housing RPP (104.5) minus all-items RPP (98.6) = 5.9 points. Austin gap is the widest of the 5 metros compared here (verified directly), meaning the Austin cost problem is specifically a HOUSING problem: Austin sits near the national average on everything else.","costliving"
"col_rpp_allitems_nashville","96.30000000000001","96.3","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, All items, Nashville, 2024 (latest BEA vintage in this extract).","costliving"
"col_rpp_housing_nashville","104.6","104.6","index, US average=100, 2024","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","BEA Regional Price Parity, Housing services, Nashville, 2024.","costliving"
"col_rpp_gap_nashville","8.300000000000001","8.3 points","index points, housing RPP minus all-items RPP","01_evidence/09_cost_of_living/bea_rpp_marpp_5metro_long.csv","Nashville, 2024: housing RPP (104.6) minus all-items RPP (96.3) = 8.3 points. Austin gap is the widest of the 5 metros compared here (verified directly), meaning the Austin cost problem is specifically a HOUSING problem: Austin sits near the national average on everything else.","costliving"
